,Average Days Late,Illustrative Price,Order Cycle Time,Total Shipped Quantity,Average Days Late,Illustrative Price,Order Cycle Time,Total Shipped Quantity,Average Days Late,Illustrative Price,Order Cycle Time,Total Shipped Quantity,Average Days Late,Illustrative Price,Order Cycle Time,Total Shipped Quantity,Average Days Late,Illustrative Price,Order Cycle Time,Total Shipped Quantity,Average Days Late,Illustrative Price,Order Cycle Time,Total Shipped Quantity,Average Days Late,Illustrative Price,Order Cycle Time,Total Shipped Quantity,Average Days Late,Illustrative Price,Order Cycle Time,Total Shipped Quantity,Average Days Late,Illustrative Price,Order Cycle Time,Total Shipped Quantity,Average Days Late,Illustrative Price,Order Cycle Time,Total Shipped Quantity,Average Days Late,Illustrative Price,Order Cycle Time,Total Shipped Quantity,Average Days Late,Illustrative Price,Order Cycle Time,Total Shipped Quantity,Average Days Late,Illustrative Price,Order Cycle Time,Total Shipped Quantity,Average Days Late,Illustrative Price,Order Cycle Time,Total Shipped Quantity,Average Days Late,Illustrative Price,Order Cycle Time,Total Shipped Quantity,Average Days Late,Illustrative Price,Order Cycle Time,Total Shipped Quantity,Average Days Late,Illustrative Price,Order Cycle Time,Total Shipped Quantity,Average Days Late,Illustrative Price,Order Cycle Time,Total Shipped Quantity,Average Days Late,Illustrative Price,Order Cycle Time,Total Shipped Quantity,Average Days Late,Illustrative Price,Order Cycle Time,Total Shipped Quantity,Average Days Late,Illustrative Price,Order Cycle Time,Total Shipped Quantity,Average Days Late,Illustrative Price,Order Cycle Time,Total Shipped Quantity,Average Days Late,Illustrative Price,Order Cycle Time,Total Shipped Quantity,Average Days Late,Illustrative Price,Order Cycle Time,Total Shipped Quantity,Average Days Late,Illustrative Price,Order Cycle Time,Total Shipped Quantity,Average Days Late,Illustrative Price,Order Cycle Time,Total Shipped Quantity,Average Days Late,Illustrative Price,Order Cycle Time,Total Shipped Quantity,Average Days Late,Illustrative Price,Order Cycle Time,Total Shipped Quantity,Average Days Late,Illustrative Price,Order Cycle Time,Total Shipped Quantity,Average Days Late,Illustrative Price,Order Cycle Time,Total Shipped Quantity
692,-1.0,498.49,-314,1.0,0.0,110.0,268,90000.0,0.0,85.95,686,494000.0,-35.0,77.7,191,14.0,0.0,180.0,315,252.0,-2.0,18.38,176,750.0,10.0,96.87,262,11154000.0,24.5,977.6,165,150.0,0.0,6.5,122,1800.0,2.0,30.0,205,193.20000000000002,1.0,52.0,485,23328.0,1.0,135.67,269,100.0,3.0,15.0,294,7500.0,56.0,105.0,205,600.0,-11.0,5.93,164,16860.0,24.0,5.56,264,1706400.0,0.0,96.87,366,4734000.0,0.0,9.0,155,10000.0,-14.0,466.81,18,22560.0,0.0,410.0,337,72.0,-18.0,14.55,-335,12.0,-3.0,500.0,406,212000.0,0.0,64.0,172,34320.0,1.0,521.04,211,8.0,0.0,3.0,279,10770.0,-3.0,250.0,144,200.0,0.0,184.01,49,6.0,-3.0,380.0,16,216.0,0.0,2.5,399,238610.0,0.0,260.0,153,106.0
693,89.0,32.0,266,200000.0,-14.0,75.0,197,1950.0,0.0,3.47,358,28000.0,45.0,8.5,450,90000.0,-14.0,1.9,220,120000.0,0.0,110.0,236,40000.0,4.0,127.4,278,1980000.0,0.0,280.0,205,2260224.0,-3.0,0.72,267,500000.0,0.0,1.14,294,1415600.0,0.0,50.0,82,192960.0,2.0,78.0,135,72.0,4.0,4.6,427,300000.0,0.0,400.0,60,100.0,0.0,47.0,154,50.0,16.0,672.9,434,4.0,6.0,675.0,270,2.0,1.0,55.0,186,47520.0,-6.0,40.96,156,32250.0,0.0,23884.0,100,2.0,0.0,10.15,381,136080.0,-1.0,1504.61,139,4000.0,2.0,35.1,375,70.0,34.0,9.0,268,223050.0,0.0,180.0,111,99.0,56.0,5105.7,481,27.0,19.0,2.04,370,100.0,167.0,2.55,444,204300.0,0.0,55.0,42,17000.0,10.0,186.0,136,5.0
694,229.0,1.9,523,1795200.0,0.0,18.65,335,480000.0,0.0,10.15,126,9546030.0,0.0,14.25,322,1626696.0,3.0,52.0,278,29952.0,-14.0,23.87,484,13.0,-13.0,55.0,173,73440.0,181.0,85.95,365,411000.0,0.0,2.73,463,2337000.0,-8.0,0.85,239,80000.0,-11.0,78.0,125,4.0,15.0,78.0,65,34.0,-13.0,78.0,219,48.0,-14.0,2.62,281,3800.0,35.0,8.35,403,1559000.0,0.0,149.0,272,500.0,-4.0,85.53,222,10.0,0.0,16.25,183,12765312.0,0.0,12.49,175,199980.0,63.0,50.0,99,8000.0,0.0,17.25,245,1132920.0,0.0,137.0,162,320.0,0.0,312.83,167,74400.0,-13.0,122.04,161,460.0,0.0,130.0,118,1080.0,0.0,15.08,458,1563750.0,-6.0,18.65,295,21223200.0,2.0,903.77,240,21360.0,0.0,6.7,221,6000.0,-7.0,73.34,281,38000.0
695,31.0,27.85,186,870.0,0.0,18.65,317,657960.0,15.0,34.0,98,2900.0,-9.0,180.0,333,3.0,0.0,23.9,161,9851.0,77.0,4.29,273,1000.0,-7.0,280.0,159,23040.0,0.0,2.14,290,462107.0,3.0,75.0,237,1080.0,82.0,1.51,104,432000.0,0.0,50.0,126,14880.0,-1.0,67.0,435,4.0,0.0,0.4,83,7950.0,-17.0,3.15,295,3301020.0,4.0,675.0,236,2.0,-14.0,18.89,406,594000.0,-13.0,250.0,148,1760.0,0.0,20.62,210,4.0,0.0,500.0,229,13000.0,0.0,130.16,157,70.0,7.0,31.0,-177,60.0,569.3333333,20.3,574,500000.0,0.0,5500.0,189,1.0,-5.0,150.0,123,300.0,0.0,32.0,194,75000.0,56.0,71.43,232,12.0,-5.0,198.0,220,58.0,0.0,0.67,257,16188.0,0.0,180.0,115,2.0,2.0,213.0,205,62.0
696,-37.0,0.3,171,399600.0,7.0,79.0,121,100000.0,6.0,52.0,120,28800.0,0.0,100.0,221,10.0,0.0,0.36,405,13709000.0,5.0,104.0,332,380.0,91.0,97.6,164,12.0,-2.0,52.0,112,38592.0,0.0,216.13,49,9.0,0.0,3.8,387,6500000.0,0.0,4.75,123,27360.0,0.0,6.1,546,131700.0,0.5,260.0,16,584.0,0.0,137.0,535,298.0,0.0,3.85,88,659280.0,-13.0,675.0,127,4.0,0.0,43.0,79,2000.0,1.0,8.5,236,28500.0,-82.0,1.79,73,357000.0,0.0,581.76,217,290.0,0.0,180.0,176,226.0,49.0,108.14,305,27.0,0.0,38.0,506,1200.0,0.0,4.6,259,212925.0,0.0,11.92,324,178750.0,-13.0,30.0,224,873.6,32.0,96.87,194,198000.0,0.0,17.95,395,2880000.0,50.0,830.0,149,1.0,6.0,0.34,159,173520.0
697,0.0,2.25,141,9000.0,-4.0,18.0,215,675.0,0.0,581.76,136,156.0,0.0,10.89,225,20300.0,16.0,357.12,221,23.0,-1.0,1.0,156,835200.0,63.0,127.4,743,3063000.0,39.0,1.23,133,35000.0,-8.0,156.46,177,21000.0,5.0,1.9,162,1432080.0,212.0,18.65,285,1543560.0,0.0,180.0,71,28.0,-13.0,55.0,130,95040.0,0.0,7.4,429,19800.0,0.0,290.0,162,21.0,5.0,7.99,276,250000.0,0.0,6.94,404,16480.0,-7.0,15.3,299,39800.0,20.0,30.0,168,254.99999999999997,4.0,220.0,152,5792.0,0.0,38.0,191,80.0,-50.0,12.95,142,2208000.0,0.0,85.95,223,1878000.0,-28024.0,521.04,322,1.0,0.0,40.0,191,28000.0,-2.0,15.61,132,205230.0,80.0,0.03,275,6684000.0,0.0,16.25,223,15820224.0,0.0,19.05,459,7960.0,5.0,6.54,463,750000.0
698,49.0,273.7,174,9.0,0.0,173.0,336,18.0,-5.0,7.4,281,1089540.0,0.0,692.48,177,40.0,-7.0,29.84,127,13440.0,-4.0,621.0,215,123840.0,-11.0,500.0,228,1.0,53.0,96.87,147,7500000.0,4.0,63.0,139,768.0,0.0,7.4,378,5640.0,-12.0,0.34,128,1022400.0,0.0,650.0,252,20.0,0.0,5.1,197,2400000.0,0.0,280.0,207,340992.0,3.0,198.0,370,49.0,0.0,3.24,142,7700.0,109.0,18.0,202,3.0,0.0,171.88,226,182000.0,21.0,36.0,225,19500.0,0.0,75.0,333,30000.0,136.0,173.0,449,60.0,-44.0,70.0,112,10.0,2.0,6.1,71,330000.0,0.0,14.25,579,414000.0,242.0,37.5,296,334500.0,0.0,5.0,114,83900.0,0.0,0.85,185,26400.0,-310.0,13.21,6,37550.0,52.66666667,2.9,287,12000000.0,0.0,175.0,64,40.0
699,4.0,2.04,98,14700.0,5.666666667,7.54,312,500825.0,-34.0,7.74,364,356000.0,5.0,105.7,641,7872.0,40.0,3.15,222,179940.0,0.0,7.4,173,47190.0,0.0,0.67,302,9500.0,-1.0,4601.03,-106,1.0,73.0,4.0,300,20.0,103.0,4.95,426,60.0,3.0,641.84,259,100.0,5.0,10.0,61,120.0,30.0,10.15,363,3598560.0,0.0,393.76,183,29000.0,-12.0,2.94,313,195000.0,-4.0,7.65,218,100000.0,19.5,155.0,171,950.0,-9.0,140.0,129,875.0,-3.0,2.7,259,694140.0,127.0,146.69,263,1.0,-4.0,98.33,75,216.0,0.0,2000.0,328,1.0,-8.0,150.0,96,300.0,0.0,10.15,304,4219200.0,0.0,466.81,325,56304.0,-1.0,7.54,189,135000.0,3.0,12.49,329,315180.0,6.0,198.0,125,40.0,0.0,2.7,378,745260.0,0.0,9.0,135,1469910.0
700,-3.0,98.74,175,4674000.0,0.0,204.2,183,204.0,7.0,2.94,188,700000.0,0.0,105.7,567,9100.0,-1.0,55.0,142,43632.0,-11.0,44726.66,451,1.0,23.0,21.0,93,15900.0,0.0,2.79,244,277350.0,-7.0,10.15,197,2272320.0,-12.0,243.33,115,109.0,4.0,10.15,740,2834280.0,-11.0,10.15,283,36132480.0,-12.0,43.33,115,28.0,0.0,78.0,82,126.0,111.0,18.34,254,497000.0,37.0,49.0,313,5000.0,4.0,630.42,243,9.0,1.0,5670.0,440,80.0,-2.0,109.4,190,13000.0,0.0,178.0,296,480.0,46.0,51.78,407,15000.0,-10.0,178.0,126,64.0,-9.0,12.49,247,206160.0,31.0,79.9,261,218.0,7.0,500.0,268,500000.0,0.0,12.49,428,97860.0,14.0,3.66,269,200.0,-1.0,248.5,157,82.0,24.0,5.56,264,864000.0,16.0,112.0,141,2.0
701,63.0,4.95,99,70.0,0.0,15.61,180,83100.0,10.0,245.0,270,390.0,0.0,7.93,299,109700.0,-13.0,13.45,128,741240.0,-1.0,1.45,291,1715000.0,0.0,18.95,232,7680000.0,0.0,200.55,283,11000448.0,-14.0,130.16,64,40.0,-3.0,79.9,152,251.0,0.0,7.54,317,85900.0,-2.0,692.48,409,40.0,4.0,28.2,152,10.0,-4.0,466.81,197,16800.0,0.0,245.0,140,900.0,20.0,89.13,181,3.0,68.0,9.84,321,4500.0,11.0,1.63,156,54780.0,-14.0,52.0,142,8928.0,0.0,104.0,110,60.0,0.0,2680.0,212,1.0,0.0,3.47,143,7000.0,20.0,522.12,168,117000.0,-5.0,31.0,183,75000.0,369.0,55.5,548,45000.0,41.0,180.0,244,11.0,1.0,12.49,373,48300.0,0.0,109.4,343,250.0,-4.0,0.79,169,442000.0,-10.0,15.61,204,113940.0
702,0.0,10.15,319,11340000.0,-13.0,53.33,180,348.0,23.0,1.9,426,792000.0,5.0,2.79,488,465900.0,0.0,5.49,411,7500000.0,0.0,500.0,221,3000.0,156.0,79.0,317,195.0,-11.5,19.12,282,1340940.0,-8.0,50.0,140,750.0,83.0,13.45,212,15178000.0,0.0,581.76,249,98.0,2.0,108.78,113,89.0,120.0,175.0,213,14500.0,-12.0,26.9,120,3100.0,-13.0,4.5,176,4050000.0,0.0,180.0,210,40.0,0.0,280.0,252,423936.0,10.0,46.1,416,50000.0,78.0,1.45,399,3293400.0,-13.0,10.15,163,1804500.0,-7.0,27.0,132,4.0,-9.0,5.12,195,3000.0,55.0,1.25,294,35130.0,0.0,2.2,283,1530.0,7.0,237.1,258,1360.0,-9.0,1.8,85,2520000.0,29.0,4888.0,182,60.0,7.0,26.67,143,27.0,7.0,4888.0,262,221.0,0.0,5500.0,328,1.0
703,0.0,0.44,475,8452400.0,2.0,213.0,205,12.0,-6.0,52.0,99,20736.0,108.0,2.15,70,455040.0,2.0,96.87,286,7407000.0,-1.0,96.87,124,8502000.0,-2.0,1.34,209,66756.0,3.0,0.79,296,298080.0,88.0,2.62,544,400000.0,21.0,7.33,420,156190.0,0.0,630.42,324,10.0,1.0,50.0,181,62880.0,7.0,2.9,482,800.0,8.0,1866.1,371,1.0,2.0,3.99,164,37400.0,3.0,29.12,284,200.0,0.0,98.56,101,80.0,43.0,450.0,211,3.0,-4.0,2898.0,288,1.0,-59.0,10.15,425,6297120.0,0.0,20.5,195,1650.0,-13.0,24.84,246,1000.0,0.0,2.79,239,346374.0,-4.0,214.11,68,5000.0,-9.0,31.59,76,65.0,6.0,12.48,80,4000.0,25.0,4.95,260,135.0,-12.0,60.0,190,750.0,-3.166666667,0.27,375,1369530.0,6.0,238.67,199,144.0
704,59.0,11.92,510,37950.0,0.0,2.0,640,846.0,-8.0,180.0,154,10.0,-10.0,4888.0,178,96.0,0.0,31072.45,109,1.0,0.0,8.5,197,24552.0,0.0,4888.0,264,151.0,0.0,0.01,75,4.0,0.0,60.0,381,250.0,0.0,0.36,386,25734600.0,29.0,1.45,271,2384200.0,1.0,54.0,427,50580.0,-8.0,1.8,448,2361480.0,0.0,76.98,289,888.0,0.0,0.52,50,50400000.0,-310.0,3.47,6,22300.0,0.0,75.0,365,1000.0,3.0,1.75,240,1556196.0,0.0,75.0,240,400.0,1.0,26.92,117,360.0,0.0,32.2,195,21660.0,-3.0,6.21,212,108800.0,129.0,1.75,239,1000000.0,-6.0,198.0,134,20.0,0.0,260.0,150,85.0,-7.0,280.0,330,27648.0,-121.0,2.7,97,924030.0,34.0,2.61,517,291704.0,-13.0,112.98,111,81.0,0.0,75.0,411,200.0
705,3.0,11.92,397,88850.0,0.0,180.0,302,12.0,0.0,29.12,108,65.0,-8.0,130.0,328,1640.0,-487.0833333,19.15,263,36970.0,0.0,13.45,370,38165000.0,-6.0,5.94,163,840000.0,0.0,12.49,239,198810.0,-53.0,10.15,232,4497120.0,0.0,50.0,121,6720.0,-3.0,692.48,418,40.0,82.0,974.35,233,6.0,0.0,250.0,163,1430.0,0.0,90.0,279,2.0,0.0,45.0,345,17500.0,-12.0,71.67,115,221.0,-27736.0,400.0,344,7.0,0.0,2785.0,136,1.0,365.0,78.0,514,64.0,0.0,250.0,168,1600.0,120.0,30.82,156,42820.0,0.0,9.0,278,490560.0,-4.0,1.9,210,1756800.0,12.0,0.72,198,80000000.0,0.0,4.6,250,496750.0,0.0,1.09,99,24500.0,0.0,4.15,153,39700.0,-7.0,6.54,299,1700000.0,31.0,19.12,130,76050.0,0.0,250.0,250,100.0
706,7.0,2.14,434,53202000.0,-14.0,7.54,438,66550.0,0.0,2.7,166,3903600.0,39.5,79.0,197,18.0,0.0,180.0,302,174.0,0.0,25.0,63,25.0,35.0,290.0,330,51.0,-1.0,180.0,392,2.0,0.0,1.35,238,18546.0,-1.0,106.95,435,4.0,-3.0,518.58,180,91200.0,73.0,8.5,325,9900.0,0.0,1.75,261,364000.0,0.0,38.78,226,14330.0,39.5,250.0,197,990.0,-13.0,33.64,198,179250.0,4.0,1.34,226,120000.0,0.0,2785.0,238,20.0,0.0,17.9,200,75.0,-3.0,23.9,253,1750.0,6.0,5.71,292,8000.0,-6.0,145.0,169,8208.0,0.0,11.27,266,500.0,0.0,75.0,159,360.0,-1.0,250.0,60,100.0,118.0,0.76,335,1636.0,-20.0,3865.0,27,1.0,-1.5,239.15,177,8.0,-3.0,5.56,241,6124230.0,0.0,2.07,198,350000.0
707,-117.0,3.15,194,1522800.0,-7.0,8.5,212,123264.0,-7.0,48.0,237,103680.0,0.0,5500.0,304,1.0,95.0,2.96,533,380561.0,0.0,58.0,294,43000.0,-27972.0,1316.26,410,19200.0,43.0,0.41,365,2001600.0,0.0,1.87,292,364724.0,0.0,0.76,240,50000.0,0.0,75.0,391,120.0,7.0,281.36,152,200.0,6.0,32.0,271,210000.0,6.0,1470.79,162,414.0,-13.0,348.15,165,400.0,1.0,5500.0,304,1.0,-1.0,0.88,304,456000.0,-17.0,16.25,168,7728000.0,67.0,100.0,200,2000.0,39.0,2.07,554,350000.0,0.0,7.77,264,7999000.0,0.0,1.6,295,480000.0,-4.0,33.67,68,35328.0,-3.0,692.48,287,10.0,10.0,5.56,221,16698480.0,30.0,10.15,435,10160640.0,83.0,40.7,352,1.0,265.0,14.31,394,2500.0,12.0,3.15,278,893490.0,-5.0,6.5,253,374400.0
708,-20.0,5.49,119,3359520.0,-10.0,195.0,258,268800.0,53.5,123.58,288,2940.0,-8.0,1181.95,402,1.0,1.0,11.27,403,50000.0,0.0,4.51,61,21000.0,16.0,820.0,143,17100.0,56.0,125.68,260,64.0,0.0,7.4,376,13620.0,0.0,130.0,531,80.0,28.0,260.0,197,32.0,39.0,341.86,208,270.0,153.0,5451.6,108,1.0,0.0,4.5,199,428040.0,-6.0,42.22,171,350.0,-12.0,953.0,183,2.0,86.0,3.15,309,120210.0,4.0,341.86,152,3.0,0.0,581.76,220,90.0,9.0,34.2,138,26000.0,0.0,6.54,233,765000.0,0.0,220.0,95,6640.0,0.0,1484.7,167,1500.0,0.0,79.0,169,21.0,12.0,5.2,487,1800.0,-2.0,0.36,393,747360.0,0.0,2.62,471,300000.0,20.0,45.95,168,399.0,-9.0,18.65,125,2777760.0,0.0,1.34,464,37090.0
709,0.0,9.75,151,20000.0,0.0,4400.0,140,1.0,-9.0,79.9,230,50.0,139.0,6.94,455,200000.0,0.0,15.08,553,1485150.0,-1.0,168.0,124,36.0,146.0,2.94,353,79350.0,-2.0,18.0,118,76500.0,375.0,350.0,204,1.0,-6.0,518.58,101,48000.0,56.0,69.0,261,45000.0,0.0,18.34,93,131500.0,0.0,473.45,44,160.0,-3.0,85.05,195,1500.0,246.0,2.0,347,12000.0,-6.0,2.61,531,53569.0,0.0,18.34,328,165500.0,83.0,330.6,84,3.0,-1.0,5.49,114,127260.0,0.0,180.0,122,6.0,21.0,31.0,144,110.0,0.0,10.9,293,630.0,59.0,3.0,240,360000.0,-1.0,10.15,230,16200000.0,31.0,2.55,379,7000.0,76.0,180.0,376,17.0,-14.0,137.0,142,3408.0,0.0,838.95,83,503.0,0.0,14.31,343,10000.0,-18.0,52.0,36,57024.0
710,-5.0,8.5,91,97600.0,-89.0,10.27,248,7600.0,0.0,29.99,511,360.0,0.0,249.65,211,2.0,0.0,6.0,324,9840.0,0.0,0.3,249,100800.0,-5.0,112.5,40,4925.0,53.0,8.1,234,96000.0,43.0,581.76,119,106.0,21.0,1060.0,120,1.0,0.0,12191.69,43,10.0,0.0,190.0,82,7000.0,1.0,4.6,346,121625.0,3.0,50.0,242,87360.0,3.0,139.0,122,8.0,0.0,7.54,535,26775.0,0.0,581.76,184,2272.0,-23.0,12.48,156,30000.0,59.0,3.15,74,12750.0,6.0,198.0,160,699.0,0.0,12.79,240,585.0,-2.0,5.56,260,3000000.0,0.0,248.5,307,167.0,0.0,280.0,196,1624320.0,98.0,3.85,282,3741120.0,-6.0,3.15,115,420000.0,0.0,2.62,269,416707.0,0.0,63.0,129,320.0,0.0,0.67,368,6000.0,0.0,57.2,124,20.0
711,28.0,149.0,246,50.0,34.33333333,5.56,141,46227630.0,1.0,4.92,145,36.0,-2.0,177.5,400,2700.0,0.0,78.5,687,40.0,0.0,139.0,173,3.0,0.0,518.58,62,3120.0,0.0,630.42,306,25.0,-7.0,6.04,312,2701.0,4.0,6.72,127,552600.0,-6.0,7.77,258,12900000.0,0.0,7.4,280,500010.0,13.0,3056.38,207,1.0,24.0,10.15,328,12150000.0,0.0,1.99,333,664400.0,28.0,1.34,349,377340.0,0.0,1.75,198,735700.0,0.0,92.52,165,26880.0,0.0,1.8,372,200.0,9.0,838.95,112,572.0,22.0,16.11,220,6000.0,48.0,18.65,111,1564800.0,-28132.0,380.0,250,23.0,0.0,180.0,243,15.0,56.0,69.0,261,30000.0,-1.0,26.92,117,156.0,-2.0,2.61,440,400527.0,0.0,5.1,277,2050000.0,-13.0,196.52,136,256.0,0.0,903.77,169,67920.0
712,0.0,19.05,394,38380.0,0.0,7.54,501,124975.0,0.0,13.21,355,43725.0,-62.0,13.45,177,46000000.0,0.0,48.4,224,9600.0,-1.0,2042.0,299,1.0,-7.0,7.24,189,300.0,0.0,4.3,295,75000.0,22.0,14.31,220,3250.0,1.0,29.0,407,64.0,0.0,96.87,205,7845000.0,15.0,10.15,275,3512160.0,-10.0,239.86,352,1152.0,161.0,139.0,406,300.0,28.0,19.12,127,96000.0,-4.0,411.53,222,4.0,7.0,2898.0,72,1.0,0.0,248.5,159,4.0,21.0,518.58,230,72000.0,0.0,1112.74,172,34320.0,0.0,4888.0,299,60.0,0.0,7.99,199,20000.0,0.0,137.0,228,1280.0,1.0,34.0,387,5250.0,-1.0,4.39,38,5670.0,-6.0,100.0,108,5800.0,0.0,15.08,435,211800.0,-73.0,2.7,209,745260.0,0.0,2.9,171,600000.0,-7.0,11.27,329,45275.0
713,0.0,44.0,268,180.0,11.0,96.87,116,6063000.0,0.0,16.25,275,3360000.0,0.0,3.15,178,1246320.0,-8.0,6.5,419,1963860.0,105.0,110.77,257,32000.0,85.0,1.96,690,150.0,0.0,127.4,321,441000.0,-2.0,44.9,119,260.0,13.0,110.0,74,8000.0,0.0,500.65,134,519.0,19.0,8.5,420,600.0,0.0,85.95,53,3695000.0,194.0,85.17,150,7200.0,1.0,204.2,84,283.0,-14.0,6.8,142,150600.0,1.0,0.02,476,18000.0,24.0,5.56,264,1584900.0,-130.0,675.0,255,1.0,-9.0,104.0,159,140.0,7.0,281.36,222,190.0,0.0,20.2,143,6467040.0,0.0,2.79,370,335760.0,12.0,204.0,134,3456000.0,-9.0,0.88,376,505200.0,-13.0,36.67,82,48.0,0.0,10.5,374,200.0,0.0,2.25,127,12340.0,17.0,0.01,232,1.0,10.5,60.0,227,350.0
714,-29.0,13.45,248,3121110.0,0.0,30.82,237,6000.0,0.0,1.3,99,26.0,-1.0,198.0,154,299.0,-1.0,526.1,348,168.0,0.0,2.5,220,82080.0,34.0,123.58,231,9400.0,0.0,60.0,558,50.0,0.0,7.4,174,210000.0,0.0,13.45,259,1281450.0,6.0,2.62,350,330000.0,0.0,18.59,157,90.0,0.0,3.05,134,600.0,0.0,78.0,81,8.0,-13.0,0.86,378,360.0,11.0,35.03,137,13500.0,-14.0,75.0,272,1050.0,0.0,180.0,106,38.0,0.0,59.8,98,2500.0,45.0,4.0,414,22800.0,0.0,248.5,264,480.0,-13.0,521.04,207,2.0,9.0,239.86,310,456.0,1.0,86.64,397,20.0,-6.0,621.0,147,1920.0,8.0,178.0,133,224.0,-3.0,2.61,638,139052.0,17.0,250.0,198,1400.0,115.0,4.39,265,42772.0,-12.0,95.0,238,640.0
715,0.0,13934.0,76,25.0,10.0,16.25,224,4107264.0,-8.0,521.04,214,2.0,0.0,4.75,185,300.0,-1.0,10.88,162,450000.0,5.0,3.15,246,2520000.0,87.0,3015.0,163,76.0,0.0,79.0,322,345.0,-14.0,37.08,239,200.0,1.0,10.15,168,2659680.0,0.0,8.29,56,540.0,0.0,14.4,188,1167000.0,0.0,104.0,53,400.0,-1.0,75.0,60,80.0,0.0,1.99,167,500000.0,28.0,145.0,233,344.0,0.0,100.0,193,24300.0,-9.0,198.0,209,12.0,0.0,19.12,178,300000.0,5.0,8.5,819,125064.0,0.0,11.25,198,100000.0,5.0,10.15,119,9828000.0,0.0,150.0,75,4.0,71.0,116.48,184,80.0,52.0,180.0,454,17.0,-11.0,6.1,200,1198800.0,13.0,216.13,112,12.0,0.0,150.0,264,2.0,25.0,4846.21,163,1.0,73.0,45270.0,342,3.0
716,0.0,12.49,621,399990.0,0.0,1310.89,56,1.0,-7.0,35.0,208,10.0,0.0,3.85,201,2451600.0,0.0,260.0,112,360.0,0.0,226.8,565,900.0,9.0,128.5,407,2000.0,0.0,38.33,369,480.0,365.0,518.58,445,38304.0,0.0,7.4,342,122490.0,0.0,1.87,244,400000.0,-26.0,75.0,135,840.0,0.0,0.55,340,154998.0,0.0,1.8,337,52600.0,-5.0,55.0,471,60048.0,6.0,95.0,240,1472.0,2.5,6.54,161,1082525.0,7.0,750.0,159,15000.0,-3.0,75.0,136,840.0,0.0,348.15,126,1000.0,0.0,17.25,327,377160.0,20.0,50.0,168,115200.0,105.0,18.65,159,6023760.0,9.0,98.74,128,6471000.0,0.0,0.99,173,80000.0,0.0,10.15,91,9358470.0,0.0,86.48,396,30000.0,0.0,0.88,173,750000.0,29.0,50.21,63,1.0,0.0,13934.0,38,100.0
717,7.0,52.0,112,57600.0,2.0,0.03,118,3507000.0,-6.0,37.21,361,200.0,119.0,2.56,554,56004.0,6.0,2.94,176,700000.0,0.0,54.0,140,150.0,0.0,47.0,77,100.0,-8.0,3.65,225,1359360.0,-466.0,47.99,264,200000.0,-2.0,52.0,122,233568.0,-8.0,0.9,181,1000000.0,6.0,10.15,284,8120340.0,1.0,15.61,365,66240.0,0.0,137.0,162,210.0,0.0,10.15,356,2594520.0,152.0,410.0,199,17.0,-4.0,57.1,200,86.0,0.0,7.22,166,18413000.0,0.0,12.95,76,80900.0,6.0,30.0,237,147.0,0.0,14.25,314,154800.0,-14.0,106.95,305,1.0,-6.0,148.75,180,11.0,-8.0,2.94,592,415625.0,0.0,2.55,310,5399.0,197.0,7330.05,333,1.0,0.0,4.5,137,927360.0,2.0,55.69,409,12.0,0.0,2.07,307,345200.0,-11.0,903.77,174,93240.0
718,-3.0,127.4,474,2001000.0,-74.0,77.7,214,285.0,0.0,213.0,307,10.0,0.0,89.05,455,124500.0,4.0,3.65,176,1017360.0,-13.0,79.0,224,58.0,-10.0,18.0,255,147600.0,0.0,19.12,230,24060.0,-6.0,52.0,136,25920.0,70.0,12.95,297,183500.0,-4.0,7.54,379,350000.0,7.0,5.56,148,21000000.0,0.0,75.0,177,30000.0,0.0,1.25,95,60000.0,53.0,18.65,369,1740000.0,50.5,19.12,284,1751850.0,-1.0,75.0,384,2000.0,-9.0,260.0,129,2000.0,-12.0,977.6,147,300.0,4.0,164.92,284,52.0,14.0,127.4,275,4668000.0,8.0,630.42,258,29.0,0.0,0.36,307,2890944.0,-2.0,3.7,170,10.0,0.0,500.0,232,196000.0,-4.0,248.5,68,7.0,0.0,396.5,211,12.0,-9.0,31.0,184,1260.0,0.0,250.0,187,500.0,0.0,30.0,115,1366.8
719,-4.0,52.0,117,48960.0,0.0,180.0,229,4.0,-9.0,13.0,163,5000.0,-9.0,0.79,321,1000000.0,0.0,7.82,408,27.0,0.0,11.92,330,600000.0,0.0,216.0,163,2900.0,0.0,44.0,202,540.0,63.0,34.0,141,160.0,-6.0,171.0,140,14.0,0.0,78.0,307,8.0,1.0,13.21,346,96025.0,-14.0,1.34,310,132626.0,-89.0,56.0,248,7600.0,0.0,10.5,-308,20000.0,0.0,213.0,162,14.0,0.0,17.43,273,6240.0,0.0,7.4,309,9450.0,1.0,36.67,266,48.0,-2.0,27.38,232,51750.0,0.0,19.12,290,194310.0,-13.0,5.56,163,4079940.0,0.0,12.49,394,390000.0,-7.0,280.0,77,133632.0,-7.0,55.5,109,7800.0,0.0,19.12,377,28200.0,0.0,132.0,28,35000.0,-11.0,30.0,152,4335.0,20.0,5.35,360,6640.0,0.0,7.33,426,122730.0
